epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,465.895,0.63026,0.48501,0.85317,0.99521,1,0.995,0.69449,1.09107,0.56377,1.09708,0.000599037,0.000599037,0.000599037
178,468.503,0.60372,0.47666,0.83288,0.99066,0.99052,0.995,0.6791,1.15228,0.61902,1.11286,0.000594321,0.000594321,0.000594321
179,471.121,0.5914,0.48086,0.84842,0.9924,0.99796,0.995,0.71455,1.06345,0.60372,1.07713,0.000589605,0.000589605,0.000589605
180,473.761,0.56867,0.46761,0.8498,0.99299,1,0.995,0.71596,1.06683,0.60991,1.08616,0.00058489,0.00058489,0.00058489
181,476.375,0.55596,0.44532,0.84543,0.98938,1,0.995,0.69749,1.08833,0.61239,1.08102,0.000580174,0.000580174,0.000580174
182,479.004,0.55807,0.4569,0.84267,0.99097,1,0.995,0.68974,1.12571,0.62193,1.1066,0.000575458,0.000575458,0.000575458
183,481.636,0.56739,0.44532,0.83105,0.99489,1,0.995,0.69351,1.09718,0.58833,1.09416,0.000570743,0.000570743,0.000570743
184,484.258,0.52799,0.44042,0.85013,0.96602,0.97222,0.96139,0.70571,1.03562,0.58469,1.09653,0.000566027,0.000566027,0.000566027
185,486.873,0.54271,0.4577,0.84504,0.96572,0.97222,0.95917,0.70861,1.00471,0.56348,1.08134,0.000561311,0.000561311,0.000561311
186,489.518,0.57655,0.46024,0.84387,0.99077,1,0.995,0.70511,1.05481,0.57554,1.0965,0.000556595,0.000556595,0.000556595
187,492.144,0.54647,0.47115,0.83036,0.99141,1,0.995,0.72181,0.98545,0.55822,1.02073,0.00055188,0.00055188,0.00055188
188,494.784,0.5306,0.43981,0.83926,0.99286,1,0.995,0.7176,1.00538,0.58768,1.02473,0.000547164,0.000547164,0.000547164
189,497.405,0.52673,0.42898,0.84348,0.99163,1,0.995,0.68721,1.11949,0.60302,1.08378,0.000542448,0.000542448,0.000542448
190,500.037,0.5101,0.41618,0.83819,0.99231,1,0.995,0.69226,1.10007,0.60298,1.08283,0.000537733,0.000537733,0.000537733
191,502.677,0.52512,0.43761,0.82741,0.96481,0.97222,0.9475,0.68246,1.03422,0.59006,1.06976,0.000533017,0.000533017,0.000533017
192,505.309,0.51767,0.43645,0.83439,0.99248,1,0.995,0.69807,1.08316,0.60095,1.10855,0.000528301,0.000528301,0.000528301
193,507.902,0.52012,0.41859,0.82909,0.96473,0.97222,0.96746,0.69072,1.08716,0.60031,1.09883,0.000523586,0.000523586,0.000523586
194,510.499,0.5537,0.45056,0.8402,0.96249,0.97222,0.95667,0.69799,1.06993,0.61035,1.08449,0.00051887,0.00051887,0.00051887
195,513.147,0.52722,0.43819,0.84246,0.98673,1,0.995,0.70744,1.10078,0.60566,1.11149,0.000514154,0.000514154,0.000514154
196,515.728,0.53997,0.43824,0.8369,0.98472,1,0.995,0.70362,1.10089,0.58024,1.12289,0.000509438,0.000509438,0.000509438
197,518.348,0.51025,0.43273,0.84093,0.98937,1,0.995,0.71621,1.07676,0.56962,1.12553,0.000504723,0.000504723,0.000504723
198,520.996,0.51091,0.40729,0.82763,0.98906,1,0.995,0.72108,1.07524,0.57737,1.12382,0.000500007,0.000500007,0.000500007
199,523.634,0.51459,0.42865,0.83867,0.98784,1,0.995,0.70942,1.06497,0.55364,1.1199,0.000495291,0.000495291,0.000495291
200,526.259,0.4724,0.42699,0.83564,0.96115,0.97222,0.95444,0.71262,1.03097,0.58014,1.10521,0.000490576,0.000490576,0.000490576
201,528.896,0.54428,0.43927,0.83933,0.96191,0.97222,0.95222,0.72332,1.01666,0.59941,1.04921,0.00048586,0.00048586,0.00048586
202,531.546,0.53596,0.42791,0.84433,0.99121,1,0.995,0.70206,1.11506,0.633,1.07149,0.000481144,0.000481144,0.000481144
203,534.174,0.50847,0.42282,0.83161,0.96253,0.97222,0.94528,0.71449,1.01297,0.58695,1.05496,0.000476429,0.000476429,0.000476429
204,536.759,0.49618,0.40478,0.82571,0.96167,0.97222,0.94292,0.71023,1.00812,0.57844,1.10536,0.000471713,0.000471713,0.000471713
205,539.372,0.49153,0.4218,0.82329,0.96366,0.97222,0.94528,0.70156,1.04444,0.59765,1.12269,0.000466997,0.000466997,0.000466997
206,541.95,0.52218,0.42354,0.8374,0.99128,1,0.995,0.70373,1.04416,0.58996,1.11775,0.000462281,0.000462281,0.000462281
207,544.619,0.53882,0.42764,0.84106,0.99231,1,0.995,0.717,1.05203,0.56534,1.12333,0.000457566,0.000457566,0.000457566
208,547.237,0.50955,0.41647,0.83875,0.99396,1,0.995,0.72707,1.06522,0.5604,1.10493,0.00045285,0.00045285,0.00045285
209,549.865,0.51088,0.43643,0.84008,0.9937,1,0.995,0.71682,1.07655,0.55679,1.11717,0.000448134,0.000448134,0.000448134
210,552.505,0.48634,0.40708,0.82402,0.99189,1,0.995,0.70134,1.07601,0.56346,1.12092,0.000443419,0.000443419,0.000443419
211,555.17,0.47157,0.40576,0.83195,0.96394,0.97222,0.95222,0.69721,1.09282,0.58745,1.13437,0.000438703,0.000438703,0.000438703
212,557.794,0.5011,0.41486,0.84811,0.96314,0.97222,0.95222,0.69962,1.09294,0.59131,1.11831,0.000433987,0.000433987,0.000433987
213,560.458,0.49637,0.42421,0.83803,0.99006,1,0.995,0.70243,1.09423,0.59455,1.08557,0.000429272,0.000429272,0.000429272
214,563.097,0.53714,0.44521,0.84057,0.99013,1,0.995,0.69914,1.13581,0.61366,1.10339,0.000424556,0.000424556,0.000424556
215,565.734,0.47787,0.41516,0.83039,0.99077,1,0.995,0.69313,1.08637,0.62949,1.06986,0.00041984,0.00041984,0.00041984
216,568.346,0.50471,0.40703,0.8344,0.991,1,0.995,0.6859,1.15421,0.60705,1.12365,0.000415124,0.000415124,0.000415124
217,570.934,0.49022,0.39814,0.8134,0.9838,0.99695,0.995,0.69837,1.15725,0.61165,1.11421,0.000410409,0.000410409,0.000410409
218,573.524,0.47194,0.38238,0.82911,0.99058,1,0.995,0.71055,1.07477,0.57694,1.09189,0.000405693,0.000405693,0.000405693
219,576.18,0.48358,0.39641,0.83762,0.99421,1,0.995,0.68527,1.08966,0.57859,1.09181,0.000400977,0.000400977,0.000400977
220,578.788,0.50432,0.40391,0.84057,0.99404,1,0.995,0.67967,1.12192,0.57386,1.10372,0.000396262,0.000396262,0.000396262
221,581.431,0.48387,0.40476,0.83552,0.99343,1,0.995,0.69068,1.08771,0.55739,1.1204,0.000391546,0.000391546,0.000391546
222,584.062,0.42767,0.37328,0.82675,0.99361,1,0.995,0.70671,1.05274,0.56522,1.06967,0.00038683,0.00038683,0.00038683
223,586.677,0.47625,0.39796,0.82874,0.99369,1,0.995,0.7048,1.06599,0.56243,1.07633,0.000382115,0.000382115,0.000382115
224,589.329,0.46349,0.40719,0.83411,0.99329,1,0.995,0.70024,1.11297,0.57014,1.08121,0.000377399,0.000377399,0.000377399
225,591.934,0.46727,0.40756,0.8335,0.99287,1,0.995,0.70714,1.1167,0.58224,1.0663,0.000372683,0.000372683,0.000372683
226,594.556,0.4731,0.38952,0.82516,0.99399,1,0.995,0.70874,1.04557,0.56092,1.05759,0.000367967,0.000367967,0.000367967
227,597.169,0.50794,0.41649,0.83221,0.99043,1,0.995,0.70565,1.06128,0.54109,1.06292,0.000363252,0.000363252,0.000363252
228,599.83,0.49737,0.41055,0.83678,0.99188,1,0.995,0.71238,1.07865,0.54762,1.06516,0.000358536,0.000358536,0.000358536
229,604.007,0.44893,0.3991,0.80746,0.99238,1,0.995,0.70541,1.08863,0.55436,1.06405,0.00035382,0.00035382,0.00035382
230,606.636,0.46837,0.41709,0.82017,0.99205,1,0.995,0.70747,1.07219,0.55901,1.06254,0.000349105,0.000349105,0.000349105
231,609.28,0.46149,0.39815,0.8272,0.99178,1,0.995,0.70966,1.0379,0.55583,1.07361,0.000344389,0.000344389,0.000344389
232,611.921,0.46201,0.39326,0.81493,0.96501,0.97222,0.9475,0.70473,1.0431,0.56116,1.09527,0.000339673,0.000339673,0.000339673
233,614.552,0.46345,0.41188,0.83314,0.96496,0.97222,0.9475,0.70927,1.04468,0.56569,1.10356,0.000334958,0.000334958,0.000334958
234,617.206,0.45192,0.39186,0.82504,0.99231,1,0.995,0.7266,1.04745,0.55271,1.11833,0.000330242,0.000330242,0.000330242
235,619.837,0.44691,0.39945,0.83622,0.99326,1,0.995,0.7014,1.10967,0.56665,1.13465,0.000325526,0.000325526,0.000325526
236,622.461,0.45352,0.38726,0.83007,0.99371,1,0.995,0.69872,1.11762,0.55849,1.13884,0.00032081,0.00032081,0.00032081
237,625.114,0.42607,0.37786,0.81955,0.99454,1,0.995,0.71379,1.09989,0.56772,1.13443,0.000316095,0.000316095,0.000316095
238,627.735,0.43265,0.36663,0.82816,0.99493,1,0.995,0.70712,1.11011,0.57703,1.13187,0.000311379,0.000311379,0.000311379
239,630.35,0.44153,0.3873,0.8296,0.99469,1,0.995,0.69862,1.07502,0.57911,1.06898,0.000306663,0.000306663,0.000306663
240,632.951,0.4272,0.37907,0.81985,0.96193,0.97115,0.94292,0.69846,1.01901,0.56813,1.04795,0.000301948,0.000301948,0.000301948
241,635.56,0.42583,0.36224,0.81963,0.95852,0.96966,0.94292,0.70207,1.01485,0.5612,1.04704,0.000297232,0.000297232,0.000297232
242,638.191,0.44021,0.37013,0.82918,0.98724,0.9972,0.995,0.69699,1.09352,0.60117,1.05925,0.000292516,0.000292516,0.000292516
243,640.821,0.42104,0.35946,0.80533,0.99125,0.99829,0.995,0.70393,1.15222,0.60204,1.13692,0.000287801,0.000287801,0.000287801
244,643.434,0.42402,0.37047,0.81429,0.99092,0.99849,0.995,0.72031,1.12232,0.59296,1.12568,0.000283085,0.000283085,0.000283085
245,646.063,0.4206,0.37049,0.81884,0.99353,1,0.995,0.71051,1.12568,0.58936,1.1186,0.000278369,0.000278369,0.000278369
