epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,302.576,0.83824,0.57693,0.90927,0.9906,0.97222,0.98967,0.69215,1.12194,0.57128,1.19996,0.00058489,0.00058489,0.00058489
181,304.222,0.78237,0.56267,0.89492,0.96339,0.94444,0.95712,0.67367,1.13928,0.59962,1.21381,0.000580174,0.000580174,0.000580174
182,305.89,0.74402,0.53657,0.90306,0.9474,0.96809,0.95917,0.68164,1.11764,0.57681,1.20254,0.000575458,0.000575458,0.000575458
183,307.564,0.76778,0.52547,0.90004,0.98793,0.96915,0.99295,0.68179,1.1226,0.58306,1.22617,0.000570743,0.000570743,0.000570743
184,309.189,0.7828,0.5406,0.88166,0.98338,0.9654,0.98611,0.67426,1.10873,0.63232,1.27406,0.000566027,0.000566027,0.000566027
185,310.89,0.77759,0.54573,0.90247,0.97901,0.97004,0.98433,0.69215,1.07646,0.62809,1.25423,0.000561311,0.000561311,0.000561311
186,312.598,0.82209,0.55502,0.91661,0.92225,0.94444,0.9466,0.6668,1.09895,0.62756,1.21358,0.000556595,0.000556595,0.000556595
187,314.263,0.74843,0.54133,0.90467,0.95376,0.97222,0.98021,0.65218,1.16786,0.61301,1.23201,0.00055188,0.00055188,0.00055188
188,315.903,0.78917,0.5581,0.90951,0.9563,0.97222,0.98139,0.66364,1.18234,0.59854,1.24876,0.000547164,0.000547164,0.000547164
189,317.544,0.79568,0.57052,0.90215,0.95998,0.97222,0.97601,0.64818,1.17421,0.62367,1.22042,0.000542448,0.000542448,0.000542448
190,319.184,0.78787,0.53858,0.9077,0.94763,0.97222,0.97917,0.65368,1.18183,0.61448,1.24311,0.000537733,0.000537733,0.000537733
191,320.864,0.76661,0.53746,0.88365,0.95664,0.97491,0.98859,0.6498,1.20439,0.62081,1.2465,0.000533017,0.000533017,0.000533017
192,322.51,0.76365,0.56632,0.90883,0.95422,1,0.99295,0.66196,1.17516,0.60145,1.21379,0.000528301,0.000528301,0.000528301
193,324.119,0.82045,0.55008,0.89326,0.96269,0.99967,0.99295,0.67803,1.15849,0.59613,1.22845,0.000523586,0.000523586,0.000523586
194,325.788,0.77122,0.51536,0.89292,0.94698,0.99528,0.9909,0.64187,1.18268,0.61677,1.21523,0.00051887,0.00051887,0.00051887
195,327.421,0.74555,0.53876,0.87716,0.98791,0.97222,0.99295,0.63353,1.18065,0.63779,1.2166,0.000514154,0.000514154,0.000514154
196,329.044,0.83463,0.54982,0.89334,0.97738,0.9914,0.995,0.65204,1.17254,0.61556,1.21978,0.000509438,0.000509438,0.000509438
197,330.705,0.77245,0.54762,0.89426,0.9901,0.99781,0.995,0.66637,1.15431,0.57825,1.19458,0.000504723,0.000504723,0.000504723
198,332.394,0.76241,0.54027,0.8936,0.95927,1,0.99295,0.65366,1.13399,0.59015,1.16676,0.000500007,0.000500007,0.000500007
199,334.019,0.73803,0.53327,0.87699,0.94822,0.97222,0.95444,0.65165,1.17396,0.62872,1.19186,0.000495291,0.000495291,0.000495291
200,335.664,0.7493,0.53372,0.88264,0.97839,1,0.995,0.64092,1.2126,0.63618,1.21906,0.000490576,0.000490576,0.000490576
201,337.417,0.80955,0.53621,0.89094,0.95494,1,0.9909,0.65514,1.20602,0.62333,1.22082,0.00048586,0.00048586,0.00048586
202,339.218,0.79923,0.52843,0.8719,0.90884,0.97222,0.93419,0.67062,1.09079,0.60046,1.18922,0.000481144,0.000481144,0.000481144
203,341.084,0.75887,0.53403,0.87439,0.90725,0.97222,0.93626,0.68191,1.07977,0.60593,1.17266,0.000476429,0.000476429,0.000476429
204,342.753,0.80329,0.55202,0.86692,0.90508,0.97222,0.94397,0.68294,1.10911,0.60845,1.18155,0.000471713,0.000471713,0.000471713
205,344.414,0.74048,0.51825,0.88015,0.96044,1,0.99295,0.67488,1.13049,0.6047,1.18189,0.000466997,0.000466997,0.000466997
206,346.064,0.68465,0.49377,0.87977,0.98106,1,0.995,0.67891,1.12546,0.59583,1.1895,0.000462281,0.000462281,0.000462281
207,347.788,0.75764,0.52097,0.88939,0.98719,0.99895,0.995,0.65935,1.13014,0.57827,1.18595,0.000457566,0.000457566,0.000457566
208,349.461,0.71433,0.51008,0.87386,0.98947,0.96745,0.99119,0.67005,1.12926,0.57115,1.20083,0.00045285,0.00045285,0.00045285
209,351.131,0.70645,0.50546,0.87799,0.97834,0.97222,0.99119,0.67247,1.1148,0.58038,1.20262,0.000448134,0.000448134,0.000448134
210,352.835,0.73856,0.51252,0.87444,0.95809,0.94444,0.95536,0.67227,1.11493,0.59425,1.20958,0.000443419,0.000443419,0.000443419
211,354.6,0.7561,0.536,0.88621,0.98327,0.95518,0.99119,0.69954,1.08566,0.58254,1.20626,0.000438703,0.000438703,0.000438703
212,356.339,0.74048,0.50415,0.89386,0.97991,0.95735,0.99119,0.70681,1.05943,0.5747,1.19292,0.000433987,0.000433987,0.000433987
213,358.022,0.76975,0.55543,0.88247,0.95536,0.99553,0.99295,0.66213,1.10479,0.60635,1.20577,0.000429272,0.000429272,0.000429272
214,359.758,0.75583,0.52954,0.87998,0.96152,0.99699,0.99295,0.65834,1.12174,0.60426,1.21149,0.000424556,0.000424556,0.000424556
215,361.426,0.73203,0.52041,0.88728,0.93946,1,0.99119,0.68417,1.09862,0.57937,1.20271,0.00041984,0.00041984,0.00041984
216,363.083,0.71124,0.50978,0.86187,0.96441,0.9436,0.95758,0.68763,1.08845,0.62895,1.19877,0.000415124,0.000415124,0.000415124
217,364.778,0.7329,0.50053,0.87658,0.98526,0.93973,0.98744,0.67393,1.10783,0.64117,1.20248,0.000410409,0.000410409,0.000410409
218,366.577,0.76632,0.53097,0.8876,0.98559,0.97185,0.99119,0.67597,1.11829,0.60506,1.2175,0.000405693,0.000405693,0.000405693
219,368.42,0.68746,0.4937,0.87158,0.98688,0.96293,0.99295,0.69258,1.13162,0.57161,1.21948,0.000400977,0.000400977,0.000400977
220,370.204,0.68368,0.49871,0.86807,0.98421,0.97222,0.99295,0.69478,1.13074,0.56269,1.1937,0.000396262,0.000396262,0.000396262
221,371.908,0.6767,0.48398,0.86863,0.98023,0.98508,0.995,0.69574,1.12083,0.54946,1.22033,0.000391546,0.000391546,0.000391546
222,373.589,0.65866,0.48315,0.86133,0.98214,0.98618,0.995,0.68226,1.13998,0.56012,1.23056,0.00038683,0.00038683,0.00038683
223,375.298,0.67397,0.48173,0.86815,0.92826,0.96904,0.95256,0.65558,1.20684,0.61988,1.23767,0.000382115,0.000382115,0.000382115
224,377.03,0.71884,0.48688,0.87899,0.91924,0.96655,0.95256,0.68362,1.16627,0.60808,1.24358,0.000377399,0.000377399,0.000377399
225,378.762,0.71375,0.50375,0.87365,0.93662,0.94444,0.95063,0.68738,1.143,0.60358,1.23195,0.000372683,0.000372683,0.000372683
226,380.497,0.68,0.48788,0.87556,0.96208,0.94426,0.95462,0.68398,1.12024,0.60059,1.23924,0.000367967,0.000367967,0.000367967
227,382.29,0.72918,0.491,0.88229,0.99162,0.97222,0.99295,0.67452,1.13988,0.57299,1.25292,0.000363252,0.000363252,0.000363252
228,384.001,0.69724,0.47987,0.87321,0.96411,0.94444,0.95462,0.66904,1.15909,0.57508,1.24763,0.000358536,0.000358536,0.000358536
229,385.71,0.69411,0.5058,0.87536,0.96378,0.94444,0.95462,0.66849,1.14713,0.57706,1.24071,0.00035382,0.00035382,0.00035382
230,387.395,0.6858,0.49506,0.87339,0.96395,0.94444,0.95239,0.67692,1.13369,0.5637,1.23737,0.000349105,0.000349105,0.000349105
231,389.076,0.68188,0.48146,0.86032,0.99127,0.97747,0.995,0.68769,1.12387,0.55533,1.23946,0.000344389,0.000344389,0.000344389
232,390.761,0.68858,0.49523,0.87643,0.95696,0.94013,0.95017,0.65712,1.13256,0.57075,1.20242,0.000339673,0.000339673,0.000339673
233,392.455,0.6894,0.46497,0.88545,0.95624,0.94008,0.95239,0.66147,1.12542,0.58483,1.2021,0.000334958,0.000334958,0.000334958
234,394.094,0.62462,0.45982,0.86902,0.95752,0.99512,0.99295,0.69316,1.14597,0.61424,1.20363,0.000330242,0.000330242,0.000330242
235,395.735,0.70457,0.49408,0.88166,0.96385,0.99509,0.98859,0.68094,1.14592,0.5823,1.22745,0.000325526,0.000325526,0.000325526
236,397.344,0.70927,0.51312,0.8612,0.9635,0.99577,0.99295,0.6873,1.14516,0.57144,1.21684,0.00032081,0.00032081,0.00032081
237,399.016,0.68167,0.50743,0.87419,0.96457,0.9976,0.99295,0.66152,1.16633,0.5635,1.20874,0.000316095,0.000316095,0.000316095
238,400.646,0.71682,0.49394,0.86634,0.96582,0.99741,0.99295,0.65873,1.15853,0.56323,1.2135,0.000311379,0.000311379,0.000311379
239,402.344,0.68298,0.48927,0.85106,0.99134,1,0.995,0.68455,1.17301,0.58558,1.24109,0.000306663,0.000306663,0.000306663
240,404.008,0.72061,0.49596,0.86977,0.9898,0.99595,0.995,0.65001,1.21016,0.61169,1.25277,0.000301948,0.000301948,0.000301948
241,405.64,0.69783,0.50029,0.8718,0.98889,0.99544,0.995,0.66641,1.17751,0.5964,1.24687,0.000297232,0.000297232,0.000297232
242,407.334,0.67483,0.4706,0.85561,0.99194,0.98841,0.995,0.66968,1.12969,0.57758,1.24889,0.000292516,0.000292516,0.000292516
243,408.983,0.72655,0.51874,0.87541,0.99047,0.99393,0.995,0.67162,1.17287,0.57811,1.25367,0.000287801,0.000287801,0.000287801
244,410.646,0.71973,0.49505,0.87131,0.9656,0.99662,0.99295,0.66871,1.21064,0.59658,1.25366,0.000283085,0.000283085,0.000283085
245,412.404,0.70639,0.48678,0.86851,0.96623,0.9958,0.99295,0.65864,1.2181,0.61711,1.27305,0.000278369,0.000278369,0.000278369
246,414.044,0.67665,0.47116,0.87552,0.96753,0.99636,0.99295,0.65447,1.20774,0.61052,1.24518,0.000273654,0.000273654,0.000273654
247,415.673,0.68588,0.47281,0.86575,0.95848,0.99665,0.99295,0.67006,1.1889,0.55564,1.23847,0.000268938,0.000268938,0.000268938
248,417.35,0.64501,0.47346,0.86737,0.95083,0.99468,0.99295,0.67482,1.19756,0.5536,1.26664,0.000264222,0.000264222,0.000264222
249,418.999,0.6942,0.48727,0.86403,0.97702,0.9949,0.995,0.67661,1.2125,0.56952,1.27899,0.000259506,0.000259506,0.000259506
250,420.628,0.68388,0.48797,0.87884,0.97376,0.99028,0.995,0.67344,1.19319,0.57897,1.26409,0.000254791,0.000254791,0.000254791
251,422.357,0.64703,0.45629,0.86546,0.97586,0.98949,0.995,0.68187,1.14673,0.54936,1.24909,0.000250075,0.000250075,0.000250075
252,423.999,0.63859,0.46549,0.86308,0.98421,0.96684,0.99295,0.67241,1.14321,0.55324,1.24036,0.000245359,0.000245359,0.000245359
253,425.766,0.65784,0.46486,0.8873,0.97404,0.99793,0.995,0.67248,1.17072,0.57405,1.25941,0.000240644,0.000240644,0.000240644
254,427.438,0.68941,0.49885,0.88316,0.92889,0.99949,0.98043,0.6729,1.16246,0.58194,1.27261,0.000235928,0.000235928,0.000235928
255,429.139,0.65835,0.47517,0.8587,0.93492,0.99826,0.97299,0.66693,1.12189,0.57109,1.24755,0.000231212,0.000231212,0.000231212
256,430.79,0.64779,0.46931,0.84832,0.99129,0.99481,0.995,0.68824,1.13812,0.56595,1.23093,0.000226497,0.000226497,0.000226497
257,432.445,0.65464,0.46884,0.85909,0.95533,1,0.99295,0.66632,1.14991,0.56746,1.23965,0.000221781,0.000221781,0.000221781
258,434.127,0.6453,0.45629,0.87304,0.99065,0.97602,0.995,0.66695,1.12713,0.58072,1.23435,0.000217065,0.000217065,0.000217065
259,435.773,0.71005,0.496,0.86768,0.98875,0.97037,0.99295,0.66732,1.16226,0.59917,1.2492,0.000212349,0.000212349,0.000212349
260,437.456,0.64571,0.45315,0.85145,0.9909,0.9701,0.99295,0.6759,1.16513,0.60192,1.2511,0.000207634,0.000207634,0.000207634
261,439.305,0.64503,0.46078,0.88122,0.98919,0.97858,0.995,0.67343,1.1326,0.5603,1.22701,0.000202918,0.000202918,0.000202918
262,441.05,0.62619,0.44213,0.85916,0.98924,0.97897,0.995,0.67749,1.12312,0.54365,1.21787,0.000198202,0.000198202,0.000198202
263,442.8,0.63497,0.45525,0.85328,0.98967,0.96949,0.99295,0.67674,1.12355,0.53603,1.22514,0.000193487,0.000193487,0.000193487
264,444.485,0.60118,0.44987,0.86033,0.98692,0.96649,0.99295,0.67833,1.15526,0.54871,1.2347,0.000188771,0.000188771,0.000188771
265,446.164,0.59224,0.45632,0.84706,0.98601,0.96422,0.99295,0.67747,1.17543,0.54809,1.24364,0.000184055,0.000184055,0.000184055
266,447.84,0.66229,0.48024,0.86961,0.98788,0.97016,0.99295,0.67732,1.16824,0.53933,1.25999,0.00017934,0.00017934,0.00017934
267,449.537,0.64573,0.46557,0.86292,0.98967,0.97048,0.99295,0.69327,1.12165,0.53872,1.25847,0.000174624,0.000174624,0.000174624
268,451.208,0.59297,0.45192,0.86642,0.9894,0.97198,0.99295,0.69185,1.11278,0.54458,1.2551,0.000169908,0.000169908,0.000169908
269,452.912,0.62491,0.46179,0.85511,0.98704,0.97222,0.99295,0.69008,1.13584,0.55908,1.24395,0.000165192,0.000165192,0.000165192
270,454.658,0.64021,0.49035,0.87217,0.99313,0.97222,0.99295,0.68257,1.15749,0.5668,1.25137,0.000160477,0.000160477,0.000160477
271,456.325,0.60926,0.44549,0.84076,0.94628,0.99525,0.98859,0.66503,1.19235,0.58677,1.26033,0.000155761,0.000155761,0.000155761
272,458.01,0.65121,0.47124,0.86123,0.98927,0.98333,0.995,0.68379,1.15623,0.56242,1.24511,0.000151045,0.000151045,0.000151045
273,459.68,0.59705,0.44911,0.8376,0.98734,0.99535,0.995,0.67984,1.14106,0.54264,1.24339,0.00014633,0.00014633,0.00014633
274,461.345,0.61758,0.43817,0.84712,0.98782,0.99552,0.995,0.68426,1.16112,0.54105,1.24278,0.000141614,0.000141614,0.000141614
275,463.029,0.60197,0.44797,0.86946,0.98948,0.98401,0.995,0.68014,1.1605,0.54298,1.23149,0.000136898,0.000136898,0.000136898
276,464.682,0.63969,0.46826,0.87837,0.99006,0.98112,0.995,0.69862,1.15177,0.54572,1.22427,0.000132183,0.000132183,0.000132183
277,466.372,0.60652,0.45226,0.84528,0.99069,0.97222,0.99295,0.68491,1.13679,0.53651,1.23564,0.000127467,0.000127467,0.000127467
278,467.995,0.59266,0.42231,0.84178,0.9895,0.97222,0.99295,0.6838,1.13922,0.54093,1.24072,0.000122751,0.000122751,0.000122751
279,469.687,0.59706,0.42836,0.86341,0.98335,0.97222,0.99295,0.68978,1.15166,0.55583,1.24118,0.000118035,0.000118035,0.000118035
280,471.347,0.61571,0.44871,0.86011,0.98803,0.97084,0.99119,0.69531,1.12789,0.55073,1.23562,0.00011332,0.00011332,0.00011332
281,473.049,0.63966,0.45796,0.8794,0.98941,0.96966,0.99295,0.69494,1.11292,0.5464,1.21624,0.000108604,0.000108604,0.000108604
282,474.729,0.57112,0.42089,0.85558,0.98933,0.96837,0.99119,0.68806,1.11029,0.54608,1.21347,0.000103888,0.000103888,0.000103888
283,476.407,0.60495,0.42253,0.86256,0.98643,0.96909,0.99119,0.68575,1.12488,0.55707,1.23275,9.91726e-05,9.91726e-05,9.91726e-05
284,478.044,0.60918,0.44545,0.84745,0.98686,0.97021,0.99295,0.68246,1.13759,0.55423,1.25125,9.44569e-05,9.44569e-05,9.44569e-05
285,479.663,0.58898,0.4404,0.85364,0.99088,0.96983,0.99295,0.68391,1.12219,0.55435,1.23062,8.97412e-05,8.97412e-05,8.97412e-05
286,481.374,0.58148,0.43837,0.85856,0.9902,0.96904,0.99295,0.68681,1.11559,0.56269,1.21409,8.50255e-05,8.50255e-05,8.50255e-05
287,483.039,0.61406,0.45334,0.86586,0.98426,0.96879,0.99295,0.68939,1.11707,0.55932,1.2174,8.03098e-05,8.03098e-05,8.03098e-05
288,484.891,0.5594,0.43687,0.86073,0.98633,0.97067,0.99295,0.68831,1.13796,0.56033,1.24603,7.55941e-05,7.55941e-05,7.55941e-05
289,486.667,0.61421,0.4573,0.86389,0.98825,0.97101,0.99295,0.67882,1.14918,0.55711,1.26008,7.08784e-05,7.08784e-05,7.08784e-05
290,488.388,0.61619,0.44283,0.85156,0.98834,0.96932,0.99295,0.67722,1.15323,0.55991,1.25663,6.61627e-05,6.61627e-05,6.61627e-05
291,490.794,0.54916,0.39466,0.82718,0.98997,0.96825,0.99295,0.67887,1.13431,0.5599,1.24401,6.1447e-05,6.1447e-05,6.1447e-05
292,492.633,0.55417,0.41819,0.8104,0.98979,0.96689,0.99295,0.69226,1.12801,0.55714,1.24663,5.67313e-05,5.67313e-05,5.67313e-05
